videoId,publishedAt,likeCount,video_title,hashtags,text,label sentiment,clean_teks,stem_teks
6b1MGWf2YmE,2025-04-16 08:52:56+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,harga koenieggsegg jesko aja 45 miliar masa plat nomer 20 juta lebih mahal,positif,harga koenieggsegg jesko 45 miliar nomer mahal,harga koenieggsegg jesko 45 miliar nomer mahal
6b1MGWf2YmE,2025-04-16 05:44:41+00:00,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,orang kaya adalah orang yang banyak hartanya dengan cara yg halal,netral,hartanya halal,harta halal
6b1MGWf2YmE,2025-04-15 01:24:29+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,izin remix bang,netral,izin remix,izin remix
6b1MGWf2YmE,2025-04-14 21:19:20+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"setau aku yang nama nya orang kaya itu berani buang buang uang di depan orang banyak, kalo masi buat sendiri gak usah ngaku kaya.",positif,setau nama buang buang masi ngaku,tau nama buang buang mas ngaku
6b1MGWf2YmE,2025-04-14 12:59:55+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,mobil nya honda brio plat no nya b 1,netral,mobil honda brio,mobil honda brio
6b1MGWf2YmE,2025-04-13 17:46:03+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,banyak di pinggir jalan atau di shopee custom nomer plat,negatif,pinggir shopee custom nomer,pinggir shopee custom nomer
6b1MGWf2YmE,2025-04-11 13:42:30+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,plat nomor 1 njir,netral,nomor,nomor
6b1MGWf2YmE,2025-04-11 07:08:00+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"di jambi ada yg keren 
bh 514 pa",netral,jambi keren bh 514,jambi keren bh 514
6b1MGWf2YmE,2025-04-11 03:12:56+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kasta tertinggi lcgc 1200cc ya brio,negatif,kasta tertinggi lcgc 1200cc brio,kasta tinggi lcgc 1200cc brio
6b1MGWf2YmE,2025-04-10 20:12:48+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"brio tu bayar pajak ngilang 1 angka 10jt  ato lebih, dn bisa jd klo 5angka 50jt ke 60jt,, contoh b 1234 ytb/ b 1234 yt, udh 6angka dn 5ngka yg dia hapus dn bayar denda tergantu 1angka di stnk,stiap perpanjangan surat surat",negatif,brio ngilang angka 10jt ato dn 5angka 60jt contoh 1234 ytb 1234 yt 6angka dn 5ngka hapus dn denda tergantu 1angka stnk stiap perpanjangan surat surat,brio ngilang angka 10jt ato dn 5angka 60jt contoh 1234 ytb 1234 yt 6angka dn 5ngka hapus dn denda tergantu 1angka stnk stiap panjang surat surat
6b1MGWf2YmE,2025-04-10 19:35:37+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,b 3124 k di kebon,positif,3124 k kebon,3124 k kebon
6b1MGWf2YmE,2025-04-10 08:30:44+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"prinsip saya ,kalau saya bisa sekaya 9 naga ,saya tidak membeli supercar , yg paling baik inves properti ,emas ,",netral,prinsip sekaya 9 naga supercar inves properti emas,prinsip kaya 9 naga supercar inves properti emas
6b1MGWf2YmE,2025-04-10 06:46:56+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,iyaaa,netral,iyaaa,iyaaa
6b1MGWf2YmE,2025-04-10 03:47:25+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,di dubai plat cantik lelang tapi kalau di konoha plat cantik ketok sendiri,netral,dubai cantik lelang konoha cantik ketok,dubai cantik lelang konoha cantik ketok
6b1MGWf2YmE,2025-04-10 01:33:53+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"klau brio pake plat bgono ,,mahalan hrg plat nya ..ga nymbung",positif,klau brio bgono mahalan hrg nymbung,klau brio bgono mahal hrg nymbung
6b1MGWf2YmE,2025-04-09 06:37:17+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kok bisa dapet b1? dulu dia dapet dari lelang kah?,netral,dapet dapet lelang,dapet dapet lelang
6b1MGWf2YmE,2025-04-09 02:21:29+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,yg rs gak masok lcgc,positif,masok lcgc,masok lcgc
6b1MGWf2YmE,2025-04-09 02:03:28+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,demi gengsi untuk hal yg sama sekali ga berguna.,positif,gengsi berguna,gengsi guna
6b1MGWf2YmE,2025-04-08 15:43:24+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"emg berapa buat plat kyk gitu harganya, apakah lebih mahal platnya dari pada mobilnya",netral,mahal platnya mobilnya,mahal platnya mobil
6b1MGWf2YmE,2025-04-08 13:39:05+00:00,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,yang terakhir devil,positif,devil,devil
6b1MGWf2YmE,2025-04-08 11:25:43+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"tetep masih mahal pajak koenigsegg, pertahun bisa 200jutaan, sementara brio plat khusus cuma 35 jutaan..",positif,tetep mahal koenigsegg 200jutaan brio khusus 35 jutaan,tetep mahal koenigsegg 200jutaan brio khusus 35 juta
6b1MGWf2YmE,2025-04-08 09:57:09+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,alamak plat nomer 1 angka pula,positif,alamak nomer angka,alamak nomer angka
6b1MGWf2YmE,2025-04-08 09:55:10+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,meanwhile mak aku kereta kecil ada nombor plate bmw  tka mampu pakai bmw kita buat no plate itu,positif,meanwhile mak kereta kecil nombor plate bmw tka bmw plate,meanwhile mak kereta kecil nombor plate bmw tka bmw plate
6b1MGWf2YmE,2025-04-08 05:50:00+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,jirr plat nomer 20 juta,netral,nomer,nomer
6b1MGWf2YmE,2025-04-08 05:38:36+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,bupati jir,netral,bupati,bupati
6b1MGWf2YmE,2025-04-07 23:15:01+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"serius nanya.
letak kerennya dimana?...",netral,serius nanya letak kerennya,serius nanya letak keren
6b1MGWf2YmE,2025-04-07 21:23:52+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"punya plat mewah itu cuma biar di liat ke orang2,"" wah plat nya mahal ya"", wkwk pdahal gada manfaat nya, sama2 plat",netral,mewah orang2 mahal manfaat sama2,mewah orang2 mahal manfaat sama2
6b1MGWf2YmE,2025-04-07 13:05:28+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,org kaya asli tu ga sepamer kao,positif,org asli sepamer kao,org asli pamer kao
6b1MGWf2YmE,2025-04-07 13:05:05+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,bapak kao kaya,netral,kao,kao
6b1MGWf2YmE,2025-04-07 11:49:09+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,berapa si termahal nyaaaaa yaelaahhh,netral,si termahal nyaaaaa yaelaahhh,si mahal nyaaaaa yaelaahhh
6b1MGWf2YmE,2025-04-07 11:15:02+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,ad yg murah 100 rb pesen plat doang,positif,ad murah 100 rb pesen doang,ad murah 100 rb sen doang
6b1MGWf2YmE,2025-04-07 10:28:06+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,hampir sempurna editingnya,netral,sempurna editingnya,sempurna editingnya
6b1MGWf2YmE,2025-04-07 10:22:33+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"b.1 
mantap itu baru org kayaaaa",negatif,b.1 org kayaaaa,b 1 org kayaaaa
6b1MGWf2YmE,2025-04-07 10:18:50+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,mobil dibawah 500 jt pake plat no mahal mantap,negatif,mobil 500 jt mahal,mobil 500 jt mahal
6b1MGWf2YmE,2025-04-07 06:25:23+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kemarin tanggal 6 aku ketemu plat b 1 dua kali di semarang,netral,kemarin tanggal 6 semarang,kemarin tanggal 6 semarang
6b1MGWf2YmE,2025-04-07 00:43:33+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"gokil mobil bu ika istrinya mas kacung motor...
platnya b 1 ika,,,pdahal orang tulungagung jatim...
ngalahin brp orang kaya di indonesia yg namanya ika.",negatif,gokil mobil bu ika istrinya kacung platnya ika tulungagung jatim ngalahin brp indonesia ika,gokil mobil bu ika istri kacung platnya ika tulungagung jatim ngalahin brp indonesia ika
6b1MGWf2YmE,2025-04-06 14:18:17+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"sekaya apa kalian, cm makhluk kecil tinggl d bumi sbesar butiran debu, blagunya setinggi lngit!!",positif,sekaya cm makhluk kecil tinggl bumi sbesar butiran debu blagunya lngit,kaya cm makhluk kecil tinggl bumi sbesar butir debu blagunya lngit
6b1MGWf2YmE,2025-04-06 13:26:33+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"biasa aja, tidak ada yang istimewa di dunia ini hanya sementara,",positif,istimewa,istimewa
6b1MGWf2YmE,2025-04-06 07:34:02+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"plat mu punya mobil yg bagus,",negatif,mu mobil,mu mobil
