videoId,publishedAt,likeCount,video_title,hashtags,text,label sentiment,clean_teks,stem_teks
6b1MGWf2YmE,2025-04-24 13:10:12+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"diajak satu lawan satu gak tuh 
sebenernya dia sedekah ke negara karna setiap dia keluar dia slalu kena tilang  trima kasih orang baik ",netral,diajak lawan sedekah negara karna kena tilang trima,ajak lawan sedekah negara karna kena tilang trima
6b1MGWf2YmE,2025-04-22 14:17:07+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"koenigseg vs brio 
jadi lebih sultan brio gitu?
wkwkwk",positif,koenigseg sultan,koenigseg sultan
6b1MGWf2YmE,2025-04-22 08:53:49+00:00,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"pemilik hypermobil esemka ""punten""",netral,pemilik hypermobil esemka punten,milik hypermobil esemka punten
6b1MGWf2YmE,2025-04-21 07:28:21+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"nomor cantik mobil tertuang dalam peraturan pemerintah (pp) nomor 60 tahun 2016 mengenai jenis dan tarif pnb (penerimaan negara bukan pajak) yang berlaku pada polri dan keputusan kakorlantas polri nomor : kep/166/vii/2019 tentang nrkb pilihan, plat nmr 1 digit dan tanpa huruf dibelakangnya dibandrol 20jt per 5 tahun, seandainya ada orang berminat dengan pelat nomor tersebut mungkin bisa saja menawar kepada pemilik sebelumnya dengan harga suka-suka. ",netral,nomor tertuang peraturan pemerintah pp nomor 60 2016 tarif pnb penerimaan negara berlaku polri keputusan kakorlantas polri nomor kep/166/vii/2019 nrkb pilihan nmr digit huruf dibelakangnya dibandrol 20jt seandainya berminat nomor menawar pemilik suka-suka,nomor tuang atur perintah pp nomor 60 2016 tarif pnb terima negara laku polri putus kakorlantas polri nomor kep 166 vii 2019 nrkb pilih nmr digit huruf belakang dibandrol 20jt anda minat nomor tawar milik suka
6b1MGWf2YmE,2025-04-20 16:02:29+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,emg mahal seh custom plat..gw aja custom plat mobil gw nama gw sama taon nikah gw kena 15jt cuk..tp bayar pajak nya biasa aja hehe tp ga tau ya kl plat 1 doank gtu..setahu gw kata sales nya yg paling mahal tu kl angka nya susah atw kembar gtu seh,negatif,seh custom custom nama taon nikah kena 15jt hehe tau kl doank gtu setahu tu kl angka atw kembar gtu seh,seh custom custom nama taon nikah kena 15jt hehe tau kl doank gtu tahu tu kl angka atw kembar gtu seh
6b1MGWf2YmE,2025-04-19 13:52:09+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,bikin di tukang plat 150rb kl yg bisa nyala akrilik 500rb. kaya kaya ndasmu,positif,tukang 150rb kl nyala akrilik 500rb,tukang 150rb kl nyala akrilik 500rb
6b1MGWf2YmE,2025-04-18 22:14:07+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"pernah dpt mobil accord dng plat no n 1 ko, pas tangan pertamanya tp waktu d jual ke saya plat no nya dah berganti byasa 4 digit....,..",negatif,dpt accord dng n pas tangan pertamanya berganti byasa 4 digit,dpt accord dng n pas tangan pertama ganti byasa 4 digit
6b1MGWf2YmE,2025-04-18 07:39:47+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,orang kaya itu yg melakukan 2 raka'at sebelum subuh.,netral,raka'at subuh,raka at subuh
6b1MGWf2YmE,2025-04-18 03:38:57+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,flat doang. goblok emang gengsi konoha,positif,flat doang goblok gengsi konoha,flat doang goblok gengsi konoha
6b1MGWf2YmE,2025-04-17 18:18:48+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,pajak plat aja ga nyampe pajak senna,positif,senna,senna
6b1MGWf2YmE,2025-04-17 08:19:18+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"harganya sama speknya beda yang pertama enak dipandang yang kedua biasa saja, yang pertama top speed yang kedua secepat motor beat, yang pertama impian semua orang, yang kedua semua orang hampir punya karena murah.",positif,speknya top speed secepat beat,speknya top speed cepat beat
6b1MGWf2YmE,2025-04-16 18:28:37+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,plat palsu cek di pajak gak ada,positif,palsu cek,palsu cek
6b1MGWf2YmE,2025-04-16 08:52:56+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,harga koenieggsegg jesko aja 45 miliar masa plat nomer 20 juta lebih mahal,positif,koenieggsegg jesko 45 miliar nomer,koenieggsegg jesko 45 miliar nomer
6b1MGWf2YmE,2025-04-16 05:44:41+00:00,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,orang kaya adalah orang yang banyak hartanya dengan cara yg halal,netral,hartanya halal,harta halal
6b1MGWf2YmE,2025-04-15 01:24:29+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,izin remix bang,netral,izin remix,izin remix
6b1MGWf2YmE,2025-04-14 21:19:20+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"setau aku yang nama nya orang kaya itu berani buang buang uang di depan orang banyak, kalo masi buat sendiri gak usah ngaku kaya.",positif,setau nama buang buang masi ngaku,tau nama buang buang mas ngaku
6b1MGWf2YmE,2025-04-14 12:59:55+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,mobil nya honda brio plat no nya b 1,netral,,
6b1MGWf2YmE,2025-04-13 17:46:03+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,banyak di pinggir jalan atau di shopee custom nomer plat,negatif,pinggir shopee custom nomer,pinggir shopee custom nomer
6b1MGWf2YmE,2025-04-11 13:42:30+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,plat nomor 1 njir,netral,nomor,nomor
6b1MGWf2YmE,2025-04-11 07:08:00+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"di jambi ada yg keren 
bh 514 pa",netral,jambi bh 514,jambi bh 514
6b1MGWf2YmE,2025-04-11 03:12:56+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kasta tertinggi lcgc 1200cc ya brio,negatif,kasta tertinggi 1200cc,kasta tinggi 1200cc
6b1MGWf2YmE,2025-04-10 20:12:48+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"brio tu bayar pajak ngilang 1 angka 10jt  ato lebih, dn bisa jd klo 5angka 50jt ke 60jt,, contoh b 1234 ytb/ b 1234 yt, udh 6angka dn 5ngka yg dia hapus dn bayar denda tergantu 1angka di stnk,stiap perpanjangan surat surat",negatif,tu ngilang angka 10jt ato dn 5angka 60jt contoh 1234 ytb 1234 yt 6angka dn 5ngka hapus dn denda tergantu 1angka stnk stiap perpanjangan surat surat,tu ngilang angka 10jt ato dn 5angka 60jt contoh 1234 ytb 1234 yt 6angka dn 5ngka hapus dn denda tergantu 1angka stnk stiap panjang surat surat
6b1MGWf2YmE,2025-04-10 19:35:37+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,b 3124 k di kebon,positif,3124 k kebon,3124 k kebon
6b1MGWf2YmE,2025-04-10 08:30:44+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"prinsip saya ,kalau saya bisa sekaya 9 naga ,saya tidak membeli supercar , yg paling baik inves properti ,emas ,",netral,prinsip sekaya 9 naga supercar inves properti emas,prinsip kaya 9 naga supercar inves properti emas
6b1MGWf2YmE,2025-04-10 06:46:56+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,iyaaa,netral,iyaaa,iyaaa
6b1MGWf2YmE,2025-04-10 03:47:25+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,di dubai plat cantik lelang tapi kalau di konoha plat cantik ketok sendiri,netral,dubai lelang konoha ketok,dubai lelang konoha ketok
6b1MGWf2YmE,2025-04-10 01:33:53+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"klau brio pake plat bgono ,,mahalan hrg plat nya ..ga nymbung",positif,klau bgono mahalan hrg nymbung,klau bgono mahal hrg nymbung
6b1MGWf2YmE,2025-04-09 06:37:17+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kok bisa dapet b1? dulu dia dapet dari lelang kah?,netral,dapet dapet lelang,dapet dapet lelang
6b1MGWf2YmE,2025-04-09 02:21:29+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,yg rs gak masok lcgc,positif,masok,masok
6b1MGWf2YmE,2025-04-09 02:03:28+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,demi gengsi untuk hal yg sama sekali ga berguna.,positif,gengsi berguna,gengsi guna
6b1MGWf2YmE,2025-04-08 15:43:24+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"emg berapa buat plat kyk gitu harganya, apakah lebih mahal platnya dari pada mobilnya",netral,kyk platnya mobilnya,kyk platnya mobil
6b1MGWf2YmE,2025-04-08 13:39:05+00:00,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,yang terakhir devil,positif,devil,devil
6b1MGWf2YmE,2025-04-08 11:25:43+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"tetep masih mahal pajak koenigsegg, pertahun bisa 200jutaan, sementara brio plat khusus cuma 35 jutaan..",positif,tetep koenigsegg 200jutaan khusus 35 jutaan,tetep koenigsegg 200jutaan khusus 35 juta
6b1MGWf2YmE,2025-04-08 09:57:09+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,alamak plat nomer 1 angka pula,positif,alamak nomer angka,alamak nomer angka
6b1MGWf2YmE,2025-04-08 09:55:10+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,meanwhile mak aku kereta kecil ada nombor plate bmw  tka mampu pakai bmw kita buat no plate itu,positif,meanwhile mak kereta nombor plate tka plate,meanwhile mak kereta nombor plate tka plate
6b1MGWf2YmE,2025-04-08 05:50:00+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,jirr plat nomer 20 juta,netral,nomer,nomer
6b1MGWf2YmE,2025-04-08 05:38:36+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,bupati jir,netral,bupati,bupati
6b1MGWf2YmE,2025-04-07 23:15:01+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"serius nanya.
letak kerennya dimana?...",netral,serius nanya letak,serius nanya letak
6b1MGWf2YmE,2025-04-07 21:23:52+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"punya plat mewah itu cuma biar di liat ke orang2,"" wah plat nya mahal ya"", wkwk pdahal gada manfaat nya, sama2 plat",netral,liat orang2 manfaat sama2,liat orang2 manfaat sama2
6b1MGWf2YmE,2025-04-07 13:05:28+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,org kaya asli tu ga sepamer kao,positif,org asli tu sepamer kao,org asli tu pamer kao
6b1MGWf2YmE,2025-04-07 13:05:05+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,bapak kao kaya,netral,kao,kao
6b1MGWf2YmE,2025-04-07 11:49:09+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,berapa si termahal nyaaaaa yaelaahhh,netral,si termahal nyaaaaa yaelaahhh,si mahal nyaaaaa yaelaahhh
6b1MGWf2YmE,2025-04-07 11:15:02+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,ad yg murah 100 rb pesen plat doang,positif,ad 100 rb pesen doang,ad 100 rb sen doang
6b1MGWf2YmE,2025-04-07 10:28:06+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,hampir sempurna editingnya,netral,sempurna editingnya,sempurna editingnya
6b1MGWf2YmE,2025-04-07 10:22:33+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"b.1 
mantap itu baru org kayaaaa",negatif,b.1 org kayaaaa,b 1 org kayaaaa
6b1MGWf2YmE,2025-04-07 10:18:50+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,mobil dibawah 500 jt pake plat no mahal mantap,negatif,500 jt,500 jt
6b1MGWf2YmE,2025-04-07 06:25:23+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kemarin tanggal 6 aku ketemu plat b 1 dua kali di semarang,netral,kemarin tanggal 6 kali semarang,kemarin tanggal 6 kali semarang
6b1MGWf2YmE,2025-04-07 00:43:33+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"gokil mobil bu ika istrinya mas kacung motor...
platnya b 1 ika,,,pdahal orang tulungagung jatim...
ngalahin brp orang kaya di indonesia yg namanya ika.",negatif,gokil bu ika istrinya kacung platnya ika tulungagung jatim ngalahin brp indonesia ika,gokil bu ika istri kacung platnya ika tulungagung jatim ngalahin brp indonesia ika
6b1MGWf2YmE,2025-04-06 14:18:17+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"sekaya apa kalian, cm makhluk kecil tinggl d bumi sbesar butiran debu, blagunya setinggi lngit!!",positif,sekaya cm makhluk tinggl bumi sbesar butiran debu blagunya lngit,kaya cm makhluk tinggl bumi sbesar butir debu blagunya lngit
6b1MGWf2YmE,2025-04-06 13:26:33+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"biasa aja, tidak ada yang istimewa di dunia ini hanya sementara,",positif,istimewa,istimewa
6b1MGWf2YmE,2025-04-06 07:34:02+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"plat mu punya mobil yg bagus,",negatif,mu,mu
6b1MGWf2YmE,2025-04-06 03:04:43+00:00,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"bg kalo emang uang menjamin kekuasaan,  lah yg korupsi 270 triliun masih merasa miskin aja tuh,, dibandingin cuma brio belum apa2 kan bg",positif,bg menjamin kekuasaan korupsi 270 triliun miskin dibandingin apa2 bg,bg jamin kuasa korupsi 270 triliun miskin dibandingin apa2 bg
6b1MGWf2YmE,2025-04-05 19:11:04+00:00,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kebanyakan di indonesia kaya hasil korupsi upsss,positif,indonesia hasil korupsi,indonesia hasil korupsi
