videoId,publishedAt,likeCount,video_title,hashtags,text,labelling 
6b1MGWf2YmE,2025-05-06T03:53:27Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,udah lah lu tu semua kaya ga ada yg miskin maka bersyukurlah !!!,2
6b1MGWf2YmE,2025-05-05T07:29:07Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,nggak mahal kalo masih saingan sama org susah coba kedubai saingannya org beneran kaya,2
6b1MGWf2YmE,2025-05-05T06:42:17Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,gak mungkin,2
6b1MGWf2YmE,2025-05-04T11:41:52Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,mau plat nomor nya harga 1 miliar pun g akan bs merubah mobil brio jd mobil koeniseg dan lambo...tetap aj rasa brio lcgc...,3
6b1MGWf2YmE,2025-05-04T07:08:57Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"mobil mobil ngebut tu ga cocok buat dijalan padat dan rame, entar malah nabrak bisa-bisa",3
6b1MGWf2YmE,2025-05-03T01:24:53Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kata sprot car : anjay bisa kek gitu ya,2
6b1MGWf2YmE,2025-04-27T00:05:41Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,wow,2
6b1MGWf2YmE,2025-04-25T08:08:34Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"percuma kaya harta, tapi kalau miskin hati",2
6b1MGWf2YmE,2025-04-25T02:13:05Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,sama2 tol.ol,3
6b1MGWf2YmE,2025-04-25T00:22:08Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,tetap r 1 itu prabowo,2
6b1MGWf2YmE,2025-04-24T13:37:23Z,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,tu harga mobil sama platnya mahalan plat nomernya,3
6b1MGWf2YmE,2025-04-24T13:10:12Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"diajak satu lawan satu gak tuh 
sebenernya dia sedekah ke negara karna setiap dia keluar dia slalu kena tilang  trima kasih orang baik ",2
6b1MGWf2YmE,2025-04-22T14:17:07Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"koenigseg vs brio 
jadi lebih sultan brio gitu?
wkwkwk",3
6b1MGWf2YmE,2025-04-22T08:53:49Z,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"pemilik hypermobil esemka ""punten""",2
6b1MGWf2YmE,2025-04-21T07:28:21Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"nomor cantik mobil tertuang dalam peraturan pemerintah (pp) nomor 60 tahun 2016 mengenai jenis dan tarif pnb (penerimaan negara bukan pajak) yang berlaku pada polri dan keputusan kakorlantas polri nomor : kep/166/vii/2019 tentang nrkb pilihan, plat nmr 1 digit dan tanpa huruf dibelakangnya dibandrol 20jt per 5 tahun, seandainya ada orang berminat dengan pelat nomor tersebut mungkin bisa saja menawar kepada pemilik sebelumnya dengan harga suka-suka. ",2
6b1MGWf2YmE,2025-04-20T16:02:29Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,emg mahal seh custom plat..gw aja custom plat mobil gw nama gw sama taon nikah gw kena 15jt cuk..tp bayar pajak nya biasa aja hehe tp ga tau ya kl plat 1 doank gtu..setahu gw kata sales nya yg paling mahal tu kl angka nya susah atw kembar gtu seh,1
6b1MGWf2YmE,2025-04-19T13:52:09Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,bikin di tukang plat 150rb kl yg bisa nyala akrilik 500rb. kaya kaya ndasmu,3
6b1MGWf2YmE,2025-04-18T22:14:07Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"pernah dpt mobil accord dng plat no n 1 ko, pas tangan pertamanya tp waktu d jual ke saya plat no nya dah berganti byasa 4 digit....,..",1
6b1MGWf2YmE,2025-04-18T07:39:47Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,orang kaya itu yg melakukan 2 raka'at sebelum subuh.,2
6b1MGWf2YmE,2025-04-18T03:38:57Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,flat doang. goblok emang gengsi konoha,3
6b1MGWf2YmE,2025-04-17T18:18:48Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,pajak plat aja ga nyampe pajak senna,3
6b1MGWf2YmE,2025-04-17T08:19:18Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"harganya sama speknya beda yang pertama enak dipandang yang kedua biasa saja, yang pertama top speed yang kedua secepat motor beat, yang pertama impian semua orang, yang kedua semua orang hampir punya karena murah.",3
6b1MGWf2YmE,2025-04-16T18:28:37Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,plat palsu cek di pajak gak ada,3
6b1MGWf2YmE,2025-04-16T08:52:56Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,harga koenieggsegg jesko aja 45 miliar masa plat nomer 20 juta lebih mahal,3
6b1MGWf2YmE,2025-04-16T05:44:41Z,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,orang kaya adalah orang yang banyak hartanya dengan cara yg halal,2
6b1MGWf2YmE,2025-04-15T01:24:29Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,izin remix bang,2
6b1MGWf2YmE,2025-04-14T21:19:20Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"setau aku yang nama nya orang kaya itu berani buang buang uang di depan orang banyak, kalo masi buat sendiri gak usah ngaku kaya.",3
6b1MGWf2YmE,2025-04-14T12:59:55Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,mobil nya honda brio plat no nya b 1,2
6b1MGWf2YmE,2025-04-13T17:46:03Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,banyak di pinggir jalan atau di shopee custom nomer plat,1
6b1MGWf2YmE,2025-04-11T13:42:30Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,plat nomor 1 njir,2
6b1MGWf2YmE,2025-04-11T07:08:00Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"di jambi ada yg keren 
bh 514 pa",2
6b1MGWf2YmE,2025-04-11T03:12:56Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kasta tertinggi lcgc 1200cc ya brio,1
6b1MGWf2YmE,2025-04-10T20:12:48Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"brio tu bayar pajak ngilang 1 angka 10jt  ato lebih, dn bisa jd klo 5angka 50jt ke 60jt,, contoh b 1234 ytb/ b 1234 yt, udh 6angka dn 5ngka yg dia hapus dn bayar denda tergantu 1angka di stnk,stiap perpanjangan surat surat",1
6b1MGWf2YmE,2025-04-10T19:35:37Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,b 3124 k di kebon,3
6b1MGWf2YmE,2025-04-10T08:30:44Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"prinsip saya ,kalau saya bisa sekaya 9 naga ,saya tidak membeli supercar , yg paling baik inves properti ,emas ,",2
6b1MGWf2YmE,2025-04-10T06:46:56Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,iyaaa,2
6b1MGWf2YmE,2025-04-10T03:47:25Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,di dubai plat cantik lelang tapi kalau di konoha plat cantik ketok sendiri,2
6b1MGWf2YmE,2025-04-10T01:33:53Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"klau brio pake plat bgono ,,mahalan hrg plat nya ..ga nymbung",3
6b1MGWf2YmE,2025-04-09T06:37:17Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kok bisa dapet b1? dulu dia dapet dari lelang kah?,2
6b1MGWf2YmE,2025-04-09T02:21:29Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,yg rs gak masok lcgc,3
6b1MGWf2YmE,2025-04-09T02:03:28Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,demi gengsi untuk hal yg sama sekali ga berguna.,3
6b1MGWf2YmE,2025-04-08T15:43:24Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"emg berapa buat plat kyk gitu harganya, apakah lebih mahal platnya dari pada mobilnya",2
6b1MGWf2YmE,2025-04-08T14:38:44Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,,
6b1MGWf2YmE,2025-04-08T13:39:05Z,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,yang terakhir devil,3
6b1MGWf2YmE,2025-04-08T11:25:43Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"tetep masih mahal pajak koenigsegg, pertahun bisa 200jutaan, sementara brio plat khusus cuma 35 jutaan..",3
6b1MGWf2YmE,2025-04-08T09:57:09Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,alamak plat nomer 1 angka pula,3
6b1MGWf2YmE,2025-04-08T09:55:10Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,meanwhile mak aku kereta kecil ada nombor plate bmw  tka mampu pakai bmw kita buat no plate itu,3
6b1MGWf2YmE,2025-04-08T05:50:00Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,jirr plat nomer 20 juta,2
6b1MGWf2YmE,2025-04-08T05:38:36Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,bupati jir,2
6b1MGWf2YmE,2025-04-07T23:15:01Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"serius nanya.
letak kerennya dimana?...",2
6b1MGWf2YmE,2025-04-07T21:23:52Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"punya plat mewah itu cuma biar di liat ke orang2,"" wah plat nya mahal ya"", wkwk pdahal gada manfaat nya, sama2 plat",2
6b1MGWf2YmE,2025-04-07T13:05:28Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,org kaya asli tu ga sepamer kao,3
6b1MGWf2YmE,2025-04-07T13:05:05Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,bapak kao kaya,2
6b1MGWf2YmE,2025-04-07T11:49:09Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,berapa si termahal nyaaaaa yaelaahhh,2
6b1MGWf2YmE,2025-04-07T11:15:02Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,ad yg murah 100 rb pesen plat doang,3
6b1MGWf2YmE,2025-04-07T10:28:06Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,hampir sempurna editingnya,2
6b1MGWf2YmE,2025-04-07T10:22:33Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"b.1 
mantap itu baru org kayaaaa",1
6b1MGWf2YmE,2025-04-07T10:18:50Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,mobil dibawah 500 jt pake plat no mahal mantap,1
6b1MGWf2YmE,2025-04-07T06:25:23Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kemarin tanggal 6 aku ketemu plat b 1 dua kali di semarang,2
6b1MGWf2YmE,2025-04-07T00:43:33Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"gokil mobil bu ika istrinya mas kacung motor...
platnya b 1 ika,,,pdahal orang tulungagung jatim...
ngalahin brp orang kaya di indonesia yg namanya ika.",1
6b1MGWf2YmE,2025-04-06T14:18:17Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"sekaya apa kalian, cm makhluk kecil tinggl d bumi sbesar butiran debu, blagunya setinggi lngit!!",3
6b1MGWf2YmE,2025-04-06T13:26:33Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"biasa aja, tidak ada yang istimewa di dunia ini hanya sementara,",3
6b1MGWf2YmE,2025-04-06T07:34:02Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"plat mu punya mobil yg bagus,",1
6b1MGWf2YmE,2025-04-06T03:04:43Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"bg kalo emang uang menjamin kekuasaan,  lah yg korupsi 270 triliun masih merasa miskin aja tuh,, dibandingin cuma brio belum apa2 kan bg",3
6b1MGWf2YmE,2025-04-05T19:11:04Z,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,kebanyakan di indonesia kaya hasil korupsi upsss,3
6b1MGWf2YmE,2025-04-05T15:55:32Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,orang kaya itu saking kayanya uda bosen naik mobil mewah.,1
6b1MGWf2YmE,2025-04-05T15:29:34Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,,
6b1MGWf2YmE,2025-04-05T14:27:02Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,liat komenan si miskin lucu2...,3
6b1MGWf2YmE,2025-04-05T08:21:54Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,sama2 pejabatnya dpt cuan lbh,2
6b1MGWf2YmE,2025-04-04T15:13:11Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"tetap mahalan plat koenigsegg, coba platnya kepukul langsung waktu kepasang di mobilnya, berapa tuh biayanya",4
6b1MGWf2YmE,2025-04-04T13:54:46Z,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,bukannya b1 itu haram ya?,2
6b1MGWf2YmE,2025-04-04T12:11:09Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"ah ngaco,jelas mobil putih lah yg pasti kaya plat nomor b 1 tanpa huruf dibelakng cuman 20jtaan broo tambah harga brio berapa coba",3
6b1MGWf2YmE,2025-04-04T11:38:27Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"komentar dibawah semua mendefinisikan arti orang kaya, tapi bagiku orang kaya adalah bukan orang miskin dan orang miskin bukanlah orang kaya.",3
6b1MGWf2YmE,2025-04-04T02:52:25Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,"tipu boong, itu bisa aj anggota yg punya jd mereka byr gk sesuai harga",3
6b1MGWf2YmE,2025-04-04T00:31:29Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,brio ingin memperkaya pejabat pajak,3
6b1MGWf2YmE,2025-04-03T20:02:38Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,babi 1,3
6b1MGWf2YmE,2025-04-03T18:47:42Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,untung masih b1.. kalau udah b2 pasti banyak yang demo penistaan agama ini,2
6b1MGWf2YmE,2025-04-03T18:00:03Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,tekan like kalo kalian milih mobil mewah daripada plat mahal,2
6b1MGWf2YmE,2025-04-03T11:58:13Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,plat bagus di jual oleh......,1
6b1MGWf2YmE,2025-04-03T09:54:49Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,masih mending mobil mewah tapi tetap plat biasa biar gak bayar perpanjangan lebih ke samsat,2
6b1MGWf2YmE,2025-04-02T11:03:19Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,d brio strikaan,3
6b1MGWf2YmE,2025-04-02T09:30:25Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,editannye jago juga,3
6b1MGWf2YmE,2025-04-02T01:05:00Z,1,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,memang kaya dan pengen terlihat kaya,2
6b1MGWf2YmE,2025-04-01T16:23:37Z,0,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,#exoticcarsbandung #shorts,city car sama lcgc sama ga bang,2
